BGC ID	REP ID	Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Lab	Method	Toxin Class	Parameter	Result Value (ug/L)	Result Remark
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	NA
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC004870	NA	8/16/2021 13:30	P8	375841121225601	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002904	NA	8/17/2020 7:47	MILLER PARK	383340121310601	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002911	NA	8/17/2020 8:45	FPT	11447650	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002917	NA	8/17/2020 9:38	HOOD	382205121311300	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002924	NA	8/17/2020 10:26	SDC	11447890	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002933	NA	8/17/2020 12:17	GAM	380749121344701	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.08	NA
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002938	NA	8/17/2020 13:18	3MILE	380640121405701	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002945	NA	8/17/2020 14:20	WGC	381330121332401	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002949	NA	8/17/2020 15:18	RYF	11455385	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002954	NA	8/17/2020 16:20	LIB	11455315	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002958	NA	8/17/2020 16:48	SGG	11455276	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002963	NA	8/17/2020 17:15	SS	382010121402301	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002969	NA	8/17/2020 17:44	PCT	381424121405601	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002971	NA	8/17/2020 18:06	RVB	380931121410501	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	NA
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	NA
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	NA
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	NA
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC008021	NA	8/17/2022 10:55	P8	375841121225601	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	0.5	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Anatoxins	Anatoxin-a plus Dihydroanatoxin-a plus Homoanatoxin-a	0.09	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Cylindrospermopsins	Cylindrospermopsin plus 7-deoxy-Cylindrospermopsin plus 7-epi-Cylindrospermopsin	0.1	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin LF	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin LR	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.17	NA
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin LW	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin LY	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Microcystins	Microcystin RR	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Nodularin	Nodularin R	0.05	<
BGC002975	NA	8/18/2020 8:47	3MSJ	380504121405601	Zimba	LCMSMS	Saxitoxins	Saxitoxin plus Neosaxitoxin plus Decarbamoylsaxitoxin	0.1	<
BGC002982	NA	8/18/2020 9:15	PPT	11313460	Zimba	LCMSMS	Anabaenopeptins	Anabaenopeptins (A plus B plus D plus G)	0.1	<
